행정동,period,avg_land_price,land_price_growth_rate,transaction_count,transaction_growth_rate,transaction_log_growth,transaction_new_activity_flag,z_land_price_growth,z_transaction_growth,z_transaction_log_growth,real_estate_pressure_index,real_estate_pressure_index_100,real_estate_pressure_level,kmeans_land_feature,kmeans_transaction_feature,real_estate_cluster,real_estate_cluster_name
은행2동,2025,4503143.333333333,2.9987549662209156,7.0,100.0,0.5753641449035616,0.0,0.22324287999189102,0.41547570692312036,0.6067988756416817,0.3193592934575057,32.13689241948083,상,0.22324287999189102,0.41547570692312036,2,상승-거래정체형
이매1동,2023,3934688.1720430106,,28.5,,,0.0,,,,,,,,,,
이매1동,2024,4002431.5789473685,1.721696966628578,41.0,43.859649122807014,0.3532793549375941,0.0,-0.9863591506655213,-0.04407496069537862,0.29561371533043773,-0.51521705568045,14.819293570225426,하,-0.9863591506655213,-0.04407496069537862,1,하락-거래위축형
이매1동,2025,4139032.2580645164,3.4129422682866575,37.5,-8.536585365853659,-0.08701137698962969,0.0,0.6155522361927575,-0.47297724156340604,-0.3213215642955283,0.07128749731467571,26.989361153044637,중상,0.6155522361927575,-0.47297724156340604,0,상승-거래정체형
이매2동,2023,6175553.658536586,,167.16666666666666,,,0.0,,,,,,,,,,
이매2동,2024,6358436.98169593,2.961407725873136,237.5,42.07377866400798,0.3494137592028421,0.0,0.18786837250785712,-0.05869364313675714,0.2901972434117548,0.06458736468554999,26.850332280218495,중상,0.18786837250785712,-0.05869364313675714,0,상승-거래정체형
이매2동,2025,6601933.196107784,3.8294979585833557,198.83333333333334,-16.280701754385962,-0.17688562452893652,0.0,1.0101048790841771,-0.5363686133816955,-0.4472533407699883,0.2368681328512408,30.425187038104564,중상,1.0101048790841771,-0.5363686133816955,0,상승-거래정체형
정자1동,2023,7535058.536585365,,29.25,,,0.0,,,,,,,,,,
정자1동,2024,7758390.243902439,2.96390142468993,41.0,40.17094017094017,0.32817343380651787,0.0,0.1902303507058751,-0.07426979622800432,0.2604353039987449,0.05798027723893539,26.71323411049369,중상,0.1902303507058751,-0.07426979622800432,0,상승-거래정체형
정자1동,2025,7972175.0,2.755529811942379,32.0,-21.951219512195124,-0.24116205681688818,0.0,-0.007134785404823048,-0.5827860329493811,-0.5373174639763824,-0.2949604091771021,19.389655828833746,중하,-0.007134785404823048,-0.5827860329493811,0,상승-거래정체형
정자2동,2023,7535058.536585365,,29.25,,,0.0,,,,,,,,,,
정자2동,2024,7758390.243902439,2.96390142468993,41.0,40.17094017094017,0.32817343380651787,0.0,0.1902303507058751,-0.07426979622800432,0.2604353039987449,0.05798027723893539,26.71323411049369,중상,0.1902303507058751,-0.07426979622800432,0,상승-거래정체형
정자2동,2025,7972175.0,2.755529811942379,32.0,-21.951219512195124,-0.24116205681688818,0.0,-0.007134785404823048,-0.5827860329493811,-0.5373174639763824,-0.2949604091771021,19.389655828833746,중하,-0.007134785404823048,-0.5827860329493811,0,상승-거래정체형
정자3동,2023,7535058.536585365,,29.25,,,0.0,,,,,,,,,,
